**********************************************************************************

Results for system: 28 Li 12 La 48 O   8 Zr

DATE:   2/ 1/2019   11: 0:19

The first 10 points are the polyhedron corner points

**********************************************************************************

   mu_Li      mu_La      mu_O    |   mu_Zr
   -1.0442    -3.0541    -3.0061 |   -3.4026
   -1.0442    -3.0541    -2.9861 |   -3.5226
   -1.0442    -3.0341    -3.0261 |   -3.3126
   -1.0442    -3.0341    -3.0061 |   -3.4326
   -1.0442    -3.0141    -3.0261 |   -3.3426
   -1.0442    -3.0141    -3.0061 |   -3.4626
   -1.0442    -2.9941    -3.0461 |   -3.2526
   -1.0442    -2.9941    -3.0261 |   -3.3726
   -1.0442    -2.9741    -3.0461 |   -3.2826
   -1.0442    -2.9541    -3.0661 |   -3.1926
   -1.0442    -2.9541    -3.0461 |   -3.3126
   -1.0442    -2.9341    -3.0661 |   -3.2226
   -1.0442    -2.9141    -3.0861 |   -3.1326
   -1.0442    -2.8941    -3.0861 |   -3.1626
   -1.0442    -2.8741    -3.1061 |   -3.0726
   -1.0442    -2.8341    -3.1261 |   -3.0126
   -1.0242    -3.5141    -2.7461 |   -4.3426
   -1.0242    -3.4941    -2.7461 |   -4.3726
   -1.0242    -3.4741    -2.7661 |   -4.2826
   -1.0242    -3.4741    -2.7461 |   -4.4026
   -1.0242    -3.4541    -2.7661 |   -4.3126
   -1.0242    -3.4541    -2.7461 |   -4.4326
   -1.0242    -3.4341    -2.7861 |   -4.2226
   -1.0242    -3.4341    -2.7661 |   -4.3426
   -1.0242    -3.4341    -2.7461 |   -4.4626
   -1.0242    -3.4141    -2.8061 |   -4.1326
   -1.0242    -3.4141    -2.7861 |   -4.2526
   -1.0242    -3.4141    -2.7661 |   -4.3726
   -1.0242    -3.4141    -2.7461 |   -4.4926
   -1.0242    -3.3941    -2.8061 |   -4.1626
   -1.0242    -3.3941    -2.7861 |   -4.2826
   -1.0242    -3.3941    -2.7661 |   -4.4026
   -1.0242    -3.3741    -2.8261 |   -4.0726
   -1.0242    -3.3741    -2.8061 |   -4.1926
   -1.0242    -3.3741    -2.7861 |   -4.3126
   -1.0242    -3.3741    -2.7661 |   -4.4326
   -1.0242    -3.3541    -2.8261 |   -4.1026
   -1.0242    -3.3541    -2.8061 |   -4.2226
   -1.0242    -3.3541    -2.7861 |   -4.3426
   -1.0242    -3.3341    -2.8461 |   -4.0126
   -1.0242    -3.3341    -2.8261 |   -4.1326
   -1.0242    -3.3341    -2.8061 |   -4.2526
   -1.0242    -3.3141    -2.8661 |   -3.9226
   -1.0242    -3.3141    -2.8461 |   -4.0426
   -1.0242    -3.3141    -2.8261 |   -4.1626
   -1.0242    -3.3141    -2.8061 |   -4.2826
   -1.0242    -3.2941    -2.8661 |   -3.9526
   -1.0242    -3.2941    -2.8461 |   -4.0726
   -1.0242    -3.2941    -2.8261 |   -4.1926
   -1.0242    -3.2741    -2.8861 |   -3.8626
   -1.0242    -3.2741    -2.8661 |   -3.9826
   -1.0242    -3.2741    -2.8461 |   -4.1026
   -1.0242    -3.2541    -2.8861 |   -3.8926
   -1.0242    -3.2541    -2.8661 |   -4.0126
   -1.0242    -3.2541    -2.8461 |   -4.1326
   -1.0242    -3.2341    -2.9061 |   -3.8026
   -1.0242    -3.2341    -2.8861 |   -3.9226
   -1.0242    -3.2341    -2.8661 |   -4.0426
   -1.0242    -3.2141    -2.9261 |   -3.7126
   -1.0242    -3.2141    -2.9061 |   -3.8326
   -1.0242    -3.2141    -2.8861 |   -3.9526
   -1.0242    -3.1941    -2.9261 |   -3.7426
   -1.0242    -3.1941    -2.9061 |   -3.8626
   -1.0242    -3.1941    -2.8861 |   -3.9826
   -1.0242    -3.1741    -2.9461 |   -3.6526
   -1.0242    -3.1741    -2.9261 |   -3.7726
   -1.0242    -3.1741    -2.9061 |   -3.8926
   -1.0242    -3.1541    -2.9461 |   -3.6826
   -1.0242    -3.1541    -2.9261 |   -3.8026
   -1.0242    -3.1341    -2.9661 |   -3.5926
   -1.0242    -3.1341    -2.9461 |   -3.7126
   -1.0242    -3.1341    -2.9261 |   -3.8326
   -1.0242    -3.1141    -2.9861 |   -3.5026
   -1.0242    -3.1141    -2.9661 |   -3.6226
   -1.0242    -3.1141    -2.9461 |   -3.7426
   -1.0242    -3.0941    -2.9861 |   -3.5326
   -1.0242    -3.0941    -2.9661 |   -3.6526
   -1.0242    -3.0741    -3.0061 |   -3.4426
   -1.0242    -3.0741    -2.9861 |   -3.5626
   -1.0242    -3.0741    -2.9661 |   -3.6826
   -1.0242    -3.0541    -3.0061 |   -3.4726
   -1.0242    -3.0541    -2.9861 |   -3.5926
   -1.0242    -3.0341    -3.0261 |   -3.3826
   -1.0242    -3.0341    -3.0061 |   -3.5026
   -1.0242    -3.0141    -3.0461 |   -3.2926
   -1.0242    -3.0141    -3.0261 |   -3.4126
   -1.0242    -3.0141    -3.0061 |   -3.5326
   -1.0242    -2.9941    -3.0461 |   -3.3226
   -1.0242    -2.9941    -3.0261 |   -3.4426
   -1.0242    -2.9741    -3.0661 |   -3.2326
   -1.0242    -2.9741    -3.0461 |   -3.3526
   -1.0242    -2.9541    -3.0661 |   -3.2626
   -1.0242    -2.9541    -3.0461 |   -3.3826
   -1.0242    -2.9341    -3.0861 |   -3.1726
   -1.0242    -2.9341    -3.0661 |   -3.2926
   -1.0242    -2.9141    -3.0861 |   -3.2026
   -1.0242    -2.8941    -3.1061 |   -3.1126
   -1.0242    -2.8941    -3.0861 |   -3.2326
   -1.0242    -2.8741    -3.1061 |   -3.1426
   -1.0242    -2.8541    -3.1261 |   -3.0526
   -1.0242    -2.8341    -3.1261 |   -3.0826
   -1.0242    -2.8141    -3.1461 |   -2.9926
   -1.0242    -2.7741    -3.1661 |   -2.9326
   -1.0042    -3.4541    -2.7861 |   -4.2626
   -1.0042    -3.4341    -2.7861 |   -4.2926
   -1.0042    -3.4141    -2.8061 |   -4.2026
   -1.0042    -3.4141    -2.7861 |   -4.3226
   -1.0042    -3.3941    -2.8061 |   -4.2326
   -1.0042    -3.3941    -2.7861 |   -4.3526
   -1.0042    -3.3741    -2.8261 |   -4.1426
   -1.0042    -3.3741    -2.8061 |   -4.2626
   -1.0042    -3.3741    -2.7861 |   -4.3826
   -1.0042    -3.3541    -2.8461 |   -4.0526
   -1.0042    -3.3541    -2.8261 |   -4.1726
   -1.0042    -3.3541    -2.8061 |   -4.2926
   -1.0042    -3.3541    -2.7861 |   -4.4126
   -1.0042    -3.3341    -2.8461 |   -4.0826
   -1.0042    -3.3341    -2.8261 |   -4.2026
   -1.0042    -3.3341    -2.8061 |   -4.3226
   -1.0042    -3.3141    -2.8661 |   -3.9926
   -1.0042    -3.3141    -2.8461 |   -4.1126
   -1.0042    -3.3141    -2.8261 |   -4.2326
   -1.0042    -3.3141    -2.8061 |   -4.3526
   -1.0042    -3.2941    -2.8661 |   -4.0226
   -1.0042    -3.2941    -2.8461 |   -4.1426
   -1.0042    -3.2941    -2.8261 |   -4.2626
   -1.0042    -3.2741    -2.8861 |   -3.9326
   -1.0042    -3.2741    -2.8661 |   -4.0526
   -1.0042    -3.2741    -2.8461 |   -4.1726
   -1.0042    -3.2541    -2.9061 |   -3.8426
   -1.0042    -3.2541    -2.8861 |   -3.9626
   -1.0042    -3.2541    -2.8661 |   -4.0826
   -1.0042    -3.2541    -2.8461 |   -4.2026
   -1.0042    -3.2341    -2.9061 |   -3.8726
   -1.0042    -3.2341    -2.8861 |   -3.9926
   -1.0042    -3.2341    -2.8661 |   -4.1126
   -1.0042    -3.2141    -2.9261 |   -3.7826
   -1.0042    -3.2141    -2.9061 |   -3.9026
   -1.0042    -3.2141    -2.8861 |   -4.0226
   -1.0042    -3.1941    -2.9261 |   -3.8126
   -1.0042    -3.1941    -2.9061 |   -3.9326
   -1.0042    -3.1941    -2.8861 |   -4.0526
   -1.0042    -3.1741    -2.9461 |   -3.7226
   -1.0042    -3.1741    -2.9261 |   -3.8426
   -1.0042    -3.1741    -2.9061 |   -3.9626
   -1.0042    -3.1541    -2.9661 |   -3.6326
   -1.0042    -3.1541    -2.9461 |   -3.7526
   -1.0042    -3.1541    -2.9261 |   -3.8726
   -1.0042    -3.1341    -2.9661 |   -3.6626
   -1.0042    -3.1341    -2.9461 |   -3.7826
   -1.0042    -3.1341    -2.9261 |   -3.9026
   -1.0042    -3.1141    -2.9861 |   -3.5726
   -1.0042    -3.1141    -2.9661 |   -3.6926
   -1.0042    -3.1141    -2.9461 |   -3.8126
   -1.0042    -3.0941    -2.9861 |   -3.6026
   -1.0042    -3.0941    -2.9661 |   -3.7226
   -1.0042    -3.0741    -3.0061 |   -3.5126
   -1.0042    -3.0741    -2.9861 |   -3.6326
   -1.0042    -3.0741    -2.9661 |   -3.7526
   -1.0042    -3.0541    -3.0261 |   -3.4226
   -1.0042    -3.0541    -3.0061 |   -3.5426
   -1.0042    -3.0541    -2.9861 |   -3.6626
   -1.0042    -3.0341    -3.0261 |   -3.4526
   -1.0042    -3.0341    -3.0061 |   -3.5726
   -1.0042    -3.0141    -3.0461 |   -3.3626
   -1.0042    -3.0141    -3.0261 |   -3.4826
   -1.0042    -3.0141    -3.0061 |   -3.6026
   -1.0042    -2.9941    -3.0461 |   -3.3926
   -1.0042    -2.9941    -3.0261 |   -3.5126
   -1.0042    -2.9741    -3.0661 |   -3.3026
   -1.0042    -2.9741    -3.0461 |   -3.4226
   -1.0042    -2.9541    -3.0861 |   -3.2126
   -1.0042    -2.9541    -3.0661 |   -3.3326
   -1.0042    -2.9541    -3.0461 |   -3.4526
   -1.0042    -2.9341    -3.0861 |   -3.2426
   -1.0042    -2.9341    -3.0661 |   -3.3626
   -1.0042    -2.9141    -3.1061 |   -3.1526
   -1.0042    -2.9141    -3.0861 |   -3.2726
   -1.0042    -2.8941    -3.1061 |   -3.1826
   -1.0042    -2.8941    -3.0861 |   -3.3026
   -1.0042    -2.8741    -3.1261 |   -3.0926
   -1.0042    -2.8741    -3.1061 |   -3.2126
   -1.0042    -2.8541    -3.1261 |   -3.1226
   -1.0042    -2.8341    -3.1461 |   -3.0326
   -1.0042    -2.8341    -3.1261 |   -3.1526
   -1.0042    -2.8141    -3.1461 |   -3.0626
   -1.0042    -2.7941    -3.1661 |   -2.9726
   -1.0042    -2.7741    -3.1661 |   -3.0026
   -1.0042    -2.7541    -3.1861 |   -2.9126
   -1.0042    -2.7141    -3.2061 |   -2.8526
   -0.9842    -3.3941    -2.8261 |   -4.1826
   -0.9842    -3.3741    -2.8261 |   -4.2126
   -0.9842    -3.3541    -2.8461 |   -4.1226
   -0.9842    -3.3541    -2.8261 |   -4.2426
   -0.9842    -3.3341    -2.8461 |   -4.1526
   -0.9842    -3.3341    -2.8261 |   -4.2726
   -0.9842    -3.3141    -2.8661 |   -4.0626
   -0.9842    -3.3141    -2.8461 |   -4.1826
   -0.9842    -3.3141    -2.8261 |   -4.3026
   -0.9842    -3.2941    -2.8861 |   -3.9726
   -0.9842    -3.2941    -2.8661 |   -4.0926
   -0.9842    -3.2941    -2.8461 |   -4.2126
   -0.9842    -3.2941    -2.8261 |   -4.3326
   -0.9842    -3.2741    -2.8861 |   -4.0026
   -0.9842    -3.2741    -2.8661 |   -4.1226
   -0.9842    -3.2741    -2.8461 |   -4.2426
   -0.9842    -3.2541    -2.9061 |   -3.9126
   -0.9842    -3.2541    -2.8861 |   -4.0326
   -0.9842    -3.2541    -2.8661 |   -4.1526
   -0.9842    -3.2541    -2.8461 |   -4.2726
   -0.9842    -3.2341    -2.9061 |   -3.9426
   -0.9842    -3.2341    -2.8861 |   -4.0626
   -0.9842    -3.2341    -2.8661 |   -4.1826
   -0.9842    -3.2141    -2.9261 |   -3.8526
   -0.9842    -3.2141    -2.9061 |   -3.9726
   -0.9842    -3.2141    -2.8861 |   -4.0926
   -0.9842    -3.1941    -2.9461 |   -3.7626
   -0.9842    -3.1941    -2.9261 |   -3.8826
   -0.9842    -3.1941    -2.9061 |   -4.0026
   -0.9842    -3.1941    -2.8861 |   -4.1226
   -0.9842    -3.1741    -2.9461 |   -3.7926
   -0.9842    -3.1741    -2.9261 |   -3.9126
   -0.9842    -3.1741    -2.9061 |   -4.0326
   -0.9842    -3.1541    -2.9661 |   -3.7026
   -0.9842    -3.1541    -2.9461 |   -3.8226
   -0.9842    -3.1541    -2.9261 |   -3.9426
   -0.9842    -3.1341    -2.9661 |   -3.7326
   -0.9842    -3.1341    -2.9461 |   -3.8526
   -0.9842    -3.1341    -2.9261 |   -3.9726
   -0.9842    -3.1141    -2.9861 |   -3.6426
   -0.9842    -3.1141    -2.9661 |   -3.7626
   -0.9842    -3.1141    -2.9461 |   -3.8826
   -0.9842    -3.0941    -3.0061 |   -3.5526
   -0.9842    -3.0941    -2.9861 |   -3.6726
   -0.9842    -3.0941    -2.9661 |   -3.7926
   -0.9842    -3.0741    -3.0061 |   -3.5826
   -0.9842    -3.0741    -2.9861 |   -3.7026
   -0.9842    -3.0741    -2.9661 |   -3.8226
   -0.9842    -3.0541    -3.0261 |   -3.4926
   -0.9842    -3.0541    -3.0061 |   -3.6126
   -0.9842    -3.0541    -2.9861 |   -3.7326
   -0.9842    -3.0341    -3.0261 |   -3.5226
   -0.9842    -3.0341    -3.0061 |   -3.6426
   -0.9842    -3.0141    -3.0461 |   -3.4326
   -0.9842    -3.0141    -3.0261 |   -3.5526
   -0.9842    -3.0141    -3.0061 |   -3.6726
   -0.9842    -2.9941    -3.0661 |   -3.3426
   -0.9842    -2.9941    -3.0461 |   -3.4626
   -0.9842    -2.9941    -3.0261 |   -3.5826
   -0.9842    -2.9741    -3.0661 |   -3.3726
   -0.9842    -2.9741    -3.0461 |   -3.4926
   -0.9842    -2.9541    -3.0861 |   -3.2826
   -0.9842    -2.9541    -3.0661 |   -3.4026
   -0.9842    -2.9541    -3.0461 |   -3.5226
   -0.9842    -2.9341    -3.0861 |   -3.3126
   -0.9842    -2.9341    -3.0661 |   -3.4326
   -0.9842    -2.9141    -3.1061 |   -3.2226
   -0.9842    -2.9141    -3.0861 |   -3.3426
   -0.9842    -2.8941    -3.1261 |   -3.1326
   -0.9842    -2.8941    -3.1061 |   -3.2526
   -0.9842    -2.8941    -3.0861 |   -3.3726
   -0.9842    -2.8741    -3.1261 |   -3.1626
   -0.9842    -2.8741    -3.1061 |   -3.2826
   -0.9842    -2.8541    -3.1461 |   -3.0726
   -0.9842    -2.8541    -3.1261 |   -3.1926
   -0.9842    -2.8341    -3.1461 |   -3.1026
   -0.9842    -2.8341    -3.1261 |   -3.2226
   -0.9842    -2.8141    -3.1661 |   -3.0126
   -0.9842    -2.8141    -3.1461 |   -3.1326
   -0.9842    -2.7941    -3.1661 |   -3.0426
   -0.9842    -2.7741    -3.1861 |   -2.9526
   -0.9842    -2.7741    -3.1661 |   -3.0726
   -0.9842    -2.7541    -3.1861 |   -2.9826
   -0.9842    -2.7341    -3.2061 |   -2.8926
   -0.9842    -2.7141    -3.2061 |   -2.9226
   -0.9842    -2.6941    -3.2261 |   -2.8326
   -0.9842    -2.6541    -3.2461 |   -2.7726
   -0.9642    -3.3341    -2.8661 |   -4.1026
   -0.9642    -3.3141    -2.8661 |   -4.1326
   -0.9642    -3.2941    -2.8861 |   -4.0426
   -0.9642    -3.2941    -2.8661 |   -4.1626
   -0.9642    -3.2741    -2.8861 |   -4.0726
   -0.9642    -3.2741    -2.8661 |   -4.1926
   -0.9642    -3.2541    -2.9061 |   -3.9826
   -0.9642    -3.2541    -2.8861 |   -4.1026
   -0.9642    -3.2541    -2.8661 |   -4.2226
   -0.9642    -3.2341    -2.9261 |   -3.8926
   -0.9642    -3.2341    -2.9061 |   -4.0126
   -0.9642    -3.2341    -2.8861 |   -4.1326
   -0.9642    -3.2341    -2.8661 |   -4.2526
   -0.9642    -3.2141    -2.9261 |   -3.9226
   -0.9642    -3.2141    -2.9061 |   -4.0426
   -0.9642    -3.2141    -2.8861 |   -4.1626
   -0.9642    -3.1941    -2.9461 |   -3.8326
   -0.9642    -3.1941    -2.9261 |   -3.9526
   -0.9642    -3.1941    -2.9061 |   -4.0726
   -0.9642    -3.1941    -2.8861 |   -4.1926
   -0.9642    -3.1741    -2.9461 |   -3.8626
   -0.9642    -3.1741    -2.9261 |   -3.9826
   -0.9642    -3.1741    -2.9061 |   -4.1026
   -0.9642    -3.1541    -2.9661 |   -3.7726
   -0.9642    -3.1541    -2.9461 |   -3.8926
   -0.9642    -3.1541    -2.9261 |   -4.0126
   -0.9642    -3.1341    -2.9861 |   -3.6826
   -0.9642    -3.1341    -2.9661 |   -3.8026
   -0.9642    -3.1341    -2.9461 |   -3.9226
   -0.9642    -3.1341    -2.9261 |   -4.0426
   -0.9642    -3.1141    -2.9861 |   -3.7126
   -0.9642    -3.1141    -2.9661 |   -3.8326
   -0.9642    -3.1141    -2.9461 |   -3.9526
   -0.9642    -3.0941    -3.0061 |   -3.6226
   -0.9642    -3.0941    -2.9861 |   -3.7426
   -0.9642    -3.0941    -2.9661 |   -3.8626
   -0.9642    -3.0741    -3.0061 |   -3.6526
   -0.9642    -3.0741    -2.9861 |   -3.7726
   -0.9642    -3.0741    -2.9661 |   -3.8926
   -0.9642    -3.0541    -3.0261 |   -3.5626
   -0.9642    -3.0541    -3.0061 |   -3.6826
   -0.9642    -3.0541    -2.9861 |   -3.8026
   -0.9642    -3.0341    -3.0461 |   -3.4726
   -0.9642    -3.0341    -3.0261 |   -3.5926
   -0.9642    -3.0341    -3.0061 |   -3.7126
   -0.9642    -3.0141    -3.0461 |   -3.5026
   -0.9642    -3.0141    -3.0261 |   -3.6226
   -0.9642    -3.0141    -3.0061 |   -3.7426
   -0.9642    -2.9941    -3.0661 |   -3.4126
   -0.9642    -2.9941    -3.0461 |   -3.5326
   -0.9642    -2.9941    -3.0261 |   -3.6526
   -0.9642    -2.9741    -3.0661 |   -3.4426
   -0.9642    -2.9741    -3.0461 |   -3.5626
   -0.9642    -2.9541    -3.0861 |   -3.3526
   -0.9642    -2.9541    -3.0661 |   -3.4726
   -0.9642    -2.9541    -3.0461 |   -3.5926
   -0.9642    -2.9341    -3.1061 |   -3.2626
   -0.9642    -2.9341    -3.0861 |   -3.3826
   -0.9642    -2.9341    -3.0661 |   -3.5026
   -0.9642    -2.9141    -3.1061 |   -3.2926
   -0.9642    -2.9141    -3.0861 |   -3.4126
   -0.9642    -2.8941    -3.1261 |   -3.2026
   -0.9642    -2.8941    -3.1061 |   -3.3226
   -0.9642    -2.8941    -3.0861 |   -3.4426
   -0.9642    -2.8741    -3.1261 |   -3.2326
   -0.9642    -2.8741    -3.1061 |   -3.3526
   -0.9642    -2.8541    -3.1461 |   -3.1426
   -0.9642    -2.8541    -3.1261 |   -3.2626
   -0.9642    -2.8341    -3.1661 |   -3.0526
   -0.9642    -2.8341    -3.1461 |   -3.1726
   -0.9642    -2.8341    -3.1261 |   -3.2926
   -0.9642    -2.8141    -3.1661 |   -3.0826
   -0.9642    -2.8141    -3.1461 |   -3.2026
   -0.9642    -2.7941    -3.1861 |   -2.9926
   -0.9642    -2.7941    -3.1661 |   -3.1126
   -0.9642    -2.7741    -3.1861 |   -3.0226
   -0.9642    -2.7741    -3.1661 |   -3.1426
   -0.9642    -2.7541    -3.2061 |   -2.9326
   -0.9642    -2.7541    -3.1861 |   -3.0526
   -0.9642    -2.7341    -3.2061 |   -2.9626
   -0.9642    -2.7141    -3.2261 |   -2.8726
   -0.9642    -2.7141    -3.2061 |   -2.9926
   -0.9642    -2.6941    -3.2261 |   -2.9026
   -0.9642    -2.6741    -3.2461 |   -2.8126
   -0.9642    -2.6541    -3.2461 |   -2.8426
   -0.9642    -2.6341    -3.2661 |   -2.7526
   -0.9642    -2.5941    -3.2861 |   -2.6926
   -0.9442    -3.2741    -2.9061 |   -4.0226
   -0.9442    -3.2541    -2.9061 |   -4.0526
   -0.9442    -3.2341    -2.9261 |   -3.9626
   -0.9442    -3.2341    -2.9061 |   -4.0826
   -0.9442    -3.2141    -2.9261 |   -3.9926
   -0.9442    -3.2141    -2.9061 |   -4.1126
   -0.9442    -3.1941    -2.9461 |   -3.9026
   -0.9442    -3.1941    -2.9261 |   -4.0226
   -0.9442    -3.1941    -2.9061 |   -4.1426
   -0.9442    -3.1741    -2.9661 |   -3.8126
   -0.9442    -3.1741    -2.9461 |   -3.9326
   -0.9442    -3.1741    -2.9261 |   -4.0526
   -0.9442    -3.1741    -2.9061 |   -4.1726
   -0.9442    -3.1541    -2.9661 |   -3.8426
   -0.9442    -3.1541    -2.9461 |   -3.9626
   -0.9442    -3.1541    -2.9261 |   -4.0826
   -0.9442    -3.1341    -2.9861 |   -3.7526
   -0.9442    -3.1341    -2.9661 |   -3.8726
   -0.9442    -3.1341    -2.9461 |   -3.9926
   -0.9442    -3.1341    -2.9261 |   -4.1126
   -0.9442    -3.1141    -2.9861 |   -3.7826
   -0.9442    -3.1141    -2.9661 |   -3.9026
   -0.9442    -3.1141    -2.9461 |   -4.0226
   -0.9442    -3.0941    -3.0061 |   -3.6926
   -0.9442    -3.0941    -2.9861 |   -3.8126
   -0.9442    -3.0941    -2.9661 |   -3.9326
   -0.9442    -3.0741    -3.0261 |   -3.6026
   -0.9442    -3.0741    -3.0061 |   -3.7226
   -0.9442    -3.0741    -2.9861 |   -3.8426
   -0.9442    -3.0741    -2.9661 |   -3.9626
   -0.9442    -3.0541    -3.0261 |   -3.6326
   -0.9442    -3.0541    -3.0061 |   -3.7526
   -0.9442    -3.0541    -2.9861 |   -3.8726
   -0.9442    -3.0341    -3.0461 |   -3.5426
   -0.9442    -3.0341    -3.0261 |   -3.6626
   -0.9442    -3.0341    -3.0061 |   -3.7826
   -0.9442    -3.0141    -3.0461 |   -3.5726
   -0.9442    -3.0141    -3.0261 |   -3.6926
   -0.9442    -3.0141    -3.0061 |   -3.8126
   -0.9442    -2.9941    -3.0661 |   -3.4826
   -0.9442    -2.9941    -3.0461 |   -3.6026
   -0.9442    -2.9941    -3.0261 |   -3.7226
   -0.9442    -2.9741    -3.0861 |   -3.3926
   -0.9442    -2.9741    -3.0661 |   -3.5126
   -0.9442    -2.9741    -3.0461 |   -3.6326
   -0.9442    -2.9541    -3.0861 |   -3.4226
   -0.9442    -2.9541    -3.0661 |   -3.5426
   -0.9442    -2.9541    -3.0461 |   -3.6626
   -0.9442    -2.9341    -3.1061 |   -3.3326
   -0.9442    -2.9341    -3.0861 |   -3.4526
   -0.9442    -2.9341    -3.0661 |   -3.5726
   -0.9442    -2.9141    -3.1061 |   -3.3626
   -0.9442    -2.9141    -3.0861 |   -3.4826
   -0.9442    -2.8941    -3.1261 |   -3.2726
   -0.9442    -2.8941    -3.1061 |   -3.3926
   -0.9442    -2.8941    -3.0861 |   -3.5126
   -0.9442    -2.8741    -3.1461 |   -3.1826
   -0.9442    -2.8741    -3.1261 |   -3.3026
   -0.9442    -2.8741    -3.1061 |   -3.4226
   -0.9442    -2.8541    -3.1461 |   -3.2126
   -0.9442    -2.8541    -3.1261 |   -3.3326
   -0.9442    -2.8341    -3.1661 |   -3.1226
   -0.9442    -2.8341    -3.1461 |   -3.2426
   -0.9442    -2.8341    -3.1261 |   -3.3626
   -0.9442    -2.8141    -3.1661 |   -3.1526
   -0.9442    -2.8141    -3.1461 |   -3.2726
   -0.9442    -2.7941    -3.1861 |   -3.0626
   -0.9442    -2.7941    -3.1661 |   -3.1826
   -0.9442    -2.7741    -3.2061 |   -2.9726
   -0.9442    -2.7741    -3.1861 |   -3.0926
   -0.9442    -2.7741    -3.1661 |   -3.2126
   -0.9442    -2.7541    -3.2061 |   -3.0026
   -0.9442    -2.7541    -3.1861 |   -3.1226
   -0.9442    -2.7341    -3.2261 |   -2.9126
   -0.9442    -2.7341    -3.2061 |   -3.0326
   -0.9442    -2.7141    -3.2261 |   -2.9426
   -0.9442    -2.7141    -3.2061 |   -3.0626
   -0.9442    -2.6941    -3.2461 |   -2.8526
   -0.9442    -2.6941    -3.2261 |   -2.9726
   -0.9442    -2.6741    -3.2461 |   -2.8826
   -0.9442    -2.6541    -3.2661 |   -2.7926
   -0.9442    -2.6541    -3.2461 |   -2.9126
   -0.9442    -2.6341    -3.2661 |   -2.8226
   -0.9442    -2.6141    -3.2861 |   -2.7326
   -0.9442    -2.5941    -3.2861 |   -2.7626
   -0.9442    -2.5741    -3.3061 |   -2.6726
   -0.9442    -2.5341    -3.3261 |   -2.6126
   -0.9242    -3.2141    -2.9461 |   -3.9426
   -0.9242    -3.1941    -2.9461 |   -3.9726
   -0.9242    -3.1741    -2.9661 |   -3.8826
   -0.9242    -3.1741    -2.9461 |   -4.0026
   -0.9242    -3.1541    -2.9661 |   -3.9126
   -0.9242    -3.1541    -2.9461 |   -4.0326
   -0.9242    -3.1341    -2.9861 |   -3.8226
   -0.9242    -3.1341    -2.9661 |   -3.9426
   -0.9242    -3.1341    -2.9461 |   -4.0626
   -0.9242    -3.1141    -3.0061 |   -3.7326
   -0.9242    -3.1141    -2.9861 |   -3.8526
   -0.9242    -3.1141    -2.9661 |   -3.9726
   -0.9242    -3.1141    -2.9461 |   -4.0926
   -0.9242    -3.0941    -3.0061 |   -3.7626
   -0.9242    -3.0941    -2.9861 |   -3.8826
   -0.9242    -3.0941    -2.9661 |   -4.0026
   -0.9242    -3.0741    -3.0261 |   -3.6726
   -0.9242    -3.0741    -3.0061 |   -3.7926
   -0.9242    -3.0741    -2.9861 |   -3.9126
   -0.9242    -3.0741    -2.9661 |   -4.0326
   -0.9242    -3.0541    -3.0261 |   -3.7026
   -0.9242    -3.0541    -3.0061 |   -3.8226
   -0.9242    -3.0541    -2.9861 |   -3.9426
   -0.9242    -3.0341    -3.0461 |   -3.6126
   -0.9242    -3.0341    -3.0261 |   -3.7326
   -0.9242    -3.0341    -3.0061 |   -3.8526
   -0.9242    -3.0141    -3.0661 |   -3.5226
   -0.9242    -3.0141    -3.0461 |   -3.6426
   -0.9242    -3.0141    -3.0261 |   -3.7626
   -0.9242    -3.0141    -3.0061 |   -3.8826
   -0.9242    -2.9941    -3.0661 |   -3.5526
   -0.9242    -2.9941    -3.0461 |   -3.6726
   -0.9242    -2.9941    -3.0261 |   -3.7926
   -0.9242    -2.9741    -3.0861 |   -3.4626
   -0.9242    -2.9741    -3.0661 |   -3.5826
